region,category,store_id,age_group,gender,income_band,units_sold,revenue,high_margin
South East,Legwear,Store_A,18-24,Female,Medium,1,9.655677873860487,1
South East,Tights,Store_A,45-54,Female,Medium,2,26.174517406098897,1
Midlands,Legwear,Store_B,18-24,Male,Medium,3,29.470467991078774,1
Midlands,Legwear,Store_B,25-34,Other,High,4,36.25449660757698,1
Wales,Accessories,Store_A,55+,Female,Medium,1,17.07766559713303,1
Scotland,Accessories,Online,35-44,Male,Medium,1,15.931653129517674,1
London,Tights,Online,18-24,Female,High,7,98.87241908130943,1
London,Socks,Store_B,55+,Male,Low,4,29.50395755564319,1
North West,Tights,Online,25-34,Female,Medium,2,25.231225258473316,1
South East,Accessories,Store_A,25-34,Female,Medium,4,65.70356482697862,1
Scotland,Tights,Store_B,55+,Male,Medium,1,13.329166222597722,1
Wales,Tights,Online,25-34,Female,Medium,2,28.349937141802094,1
North West,Socks,Online,25-34,Male,Low,1,8.645710040748426,1
Wales,Tights,Store_A,45-54,Female,Medium,5,69.79676929454604,1
London,Tights,Online,45-54,Female,High,1,11.326137499733253,1
Midlands,Socks,Online,35-44,Male,Medium,2,17.395908589775196,1
North West,Legwear,Store_A,45-54,Male,High,2,20.40375755942504,1
London,Tights,Online,18-24,Male,Low,1,13.673020915097604,1
Scotland,Tights,Online,35-44,Male,Medium,2,27.878786307581944,1
Scotland,Socks,Store_A,35-44,Male,High,1,8.266890735581999,1
London,Accessories,Online,55+,Male,Medium,5,70.01193535961322,1
Midlands,Socks,Store_A,35-44,Female,Medium,3,24.647113837262324,1
London,Legwear,Store_A,35-44,Male,High,1,9.334952420042837,1
South East,Tights,Store_A,35-44,Female,Low,1,13.705222132245012,1
South East,Accessories,Online,55+,Male,Medium,1,16.353731179446385,1
Scotland,Legwear,Online,45-54,Male,Low,3,33.36994214017869,1
Scotland,Accessories,Store_A,18-24,Male,Low,1,17.10403945949888,1
Midlands,Accessories,Online,45-54,Female,Medium,1,14.933607539246275,1
Midlands,Tights,Online,55+,Male,Low,1,13.22559894067199,1
North West,Tights,Store_A,25-34,Male,Medium,1,14.021336700219367,1
London,Tights,Store_B,35-44,Other,Medium,4,46.501270170913656,1
Scotland,Socks,Online,55+,Female,High,1,8.972393949964333,1
Midlands,Tights,Online,45-54,Female,Medium,3,32.691274685645695,1
Midlands,Tights,Store_A,18-24,Male,Medium,1,10.809579973029408,1
North West,Socks,Store_A,25-34,Female,Medium,2,16.411048548677506,1
Midlands,Tights,Online,35-44,Female,Low,3,38.78220456718249,1
North West,Accessories,Store_B,18-24,Male,High,4,70.58756288137351,1
Wales,Socks,Store_A,18-24,Male,High,1,8.341799264952947,1
London,Tights,Online,45-54,Male,Low,3,37.03939219120947,1
Wales,Accessories,Store_A,45-54,Female,Medium,3,46.59715386811446,1
Scotland,Legwear,Store_A,35-44,Male,Medium,1,9.876153688250934,1
South East,Accessories,Online,25-34,Female,Low,2,29.43746125153809,1
London,Tights,Store_A,35-44,Female,Low,1,11.769501121725584,1
Scotland,Accessories,Online,45-54,Male,Low,1,15.652228736916262,1
London,Accessories,Store_B,35-44,Male,High,4,54.508984809382035,1
South East,Tights,Store_B,35-44,Other,High,2,27.914021437965598,1
Scotland,Socks,Online,55+,Male,Medium,2,15.511525018879187,1
Scotland,Socks,Store_A,55+,Male,Medium,1,8.755604492338499,1
Wales,Legwear,Online,35-44,Male,Low,1,11.163107467650848,1
London,Tights,Store_A,25-34,Male,Low,3,33.02612401742546,1
London,Accessories,Store_A,35-44,Male,Low,2,32.003506408712845,1
Scotland,Accessories,Store_A,35-44,Female,Medium,3,48.48516261679467,1
North West,Tights,Store_A,25-34,Female,High,4,55.34287884450221,1
South East,Tights,Online,25-34,Male,High,1,14.19310528295447,1
North West,Socks,Online,18-24,Male,High,1,8.819578981969777,1
London,Socks,Store_A,35-44,Female,Medium,1,8.143081046828174,1
South East,Legwear,Store_A,55+,Female,High,2,20.757029654045148,1
London,Accessories,Store_B,18-24,Male,Medium,3,51.460347040511856,1
Wales,Tights,Store_A,25-34,Female,Medium,4,43.64321977998264,1
North West,Legwear,Store_B,35-44,Female,Medium,3,33.99333283745725,1
Scotland,Legwear,Store_A,55+,Male,Medium,3,30.713390971617855,1
Wales,Accessories,Store_A,45-54,Female,Medium,2,32.0475044530054,1
Midlands,Accessories,Online,18-24,Male,High,4,58.53089908664522,1
North West,Socks,Online,55+,Male,High,1,9.286263369507882,1
London,Socks,Online,35-44,Female,High,1,9.115182652779366,1
Midlands,Socks,Store_A,18-24,Female,Medium,3,24.345157125205787,1
Scotland,Socks,Store_B,45-54,Female,Medium,4,29.630354630605417,1
North West,Accessories,Store_A,35-44,Female,Medium,3,45.56214678800829,1
Scotland,Accessories,Store_B,25-34,Female,Medium,3,53.43294358425907,1
South East,Accessories,Store_A,25-34,Female,Low,3,40.66325137988111,1
North West,Accessories,Online,35-44,Other,Low,4,69.07440040960213,1
London,Accessories,Online,35-44,Male,High,1,16.979178338500187,1
Midlands,Tights,Online,35-44,Female,Low,2,28.400342731956357,1
North West,Tights,Store_A,18-24,Male,Low,1,11.091155183256522,1
North West,Accessories,Online,18-24,Female,Medium,3,53.84235534958077,1
North West,Accessories,Store_B,55+,Female,Low,4,57.11926475627091,1
North West,Legwear,Store_B,35-44,Female,Low,2,23.85580869969481,1
Scotland,Socks,Store_B,55+,Male,Medium,1,7.69440025485822,1
Scotland,Legwear,Online,35-44,Female,Medium,3,30.194137767126897,1
Scotland,Socks,Online,18-24,Female,Medium,3,24.01723488831781,1
Wales,Legwear,Store_B,18-24,Male,Medium,2,22.072883814265282,1
South East,Legwear,Online,55+,Male,Low,1,10.066799887020093,1
Midlands,Socks,Store_A,45-54,Male,Low,1,8.294766896343038,1
North West,Tights,Online,25-34,Male,Medium,1,10.88512848385265,1
Scotland,Legwear,Store_B,18-24,Other,Low,3,28.99307025915155,1
South East,Socks,Online,25-34,Male,Medium,1,8.106882579482125,1
South East,Legwear,Online,18-24,Female,Low,2,23.989408341366488,1
South East,Tights,Online,45-54,Male,Low,2,22.713215356942804,1
Wales,Socks,Store_B,55+,Female,Medium,3,27.57296298885874,1
London,Accessories,Store_B,45-54,Male,High,1,14.376358288242868,1
Wales,Accessories,Store_B,35-44,Male,Low,1,17.343563917015075,1
South East,Accessories,Store_A,55+,Male,Medium,2,33.35293973621554,1
Wales,Accessories,Store_B,55+,Female,Medium,1,16.331263790557642,1
South East,Tights,Store_B,25-34,Female,Low,2,28.474994109737494,1
London,Accessories,Store_B,55+,Female,Low,3,43.4012106816622,1
London,Socks,Store_A,18-24,Female,High,1,8.90638687617416,1
London,Socks,Online,35-44,Male,High,3,27.691170160138505,1
North West,Accessories,Online,55+,Male,Medium,1,15.4495413949277,1
South East,Legwear,Store_B,25-34,Male,Low,3,29.02243574593804,1
South East,Legwear,Store_B,55+,Other,Medium,1,11.401160089679516,1
Midlands,Socks,Store_A,18-24,Male,High,2,15.449035590003783,1
Wales,Tights,Online,35-44,Male,Medium,4,57.532040741742136,1
North West,Tights,Online,45-54,Male,Low,1,10.984878056732784,1
Scotland,Accessories,Store_B,35-44,Female,Low,1,17.3288696672493,1
Scotland,Socks,Online,18-24,Female,Medium,2,14.816300715291804,1
North West,Socks,Online,35-44,Male,Low,1,8.615545789842093,1
Wales,Accessories,Online,25-34,Female,High,1,16.943048115596486,1
Midlands,Socks,Store_B,45-54,Male,Medium,1,8.6268760052466,1
Midlands,Tights,Store_B,45-54,Male,Low,2,28.46103943359916,1
Wales,Tights,Store_A,25-34,Male,High,2,23.993874269466772,1
Wales,Tights,Store_B,45-54,Female,Low,1,11.902922006764271,1
Scotland,Tights,Online,55+,Female,Low,2,23.116075674109958,1
Wales,Legwear,Online,18-24,Female,Low,1,11.40631390758275,1
South East,Legwear,Online,35-44,Male,Medium,2,18.518320450643863,1
London,Tights,Store_A,25-34,Other,Medium,1,12.072459591627013,1
Midlands,Socks,Store_B,45-54,Female,Medium,2,17.605070415253984,1
North West,Legwear,Store_A,45-54,Female,Medium,1,9.130594085364054,1
Scotland,Legwear,Store_A,18-24,Male,Low,3,29.776425452866373,1
Midlands,Socks,Online,55+,Female,Low,2,15.69851340913878,1
Scotland,Legwear,Store_A,25-34,Female,Medium,2,21.45918062757337,1
Wales,Accessories,Store_A,18-24,Male,High,3,43.68440298164139,1
Scotland,Accessories,Online,25-34,Female,Low,4,68.01025333711905,1
South East,Legwear,Online,55+,Female,Low,2,18.358491631941156,1
South East,Socks,Store_A,45-54,Female,Medium,2,17.37202180798709,1
North West,Legwear,Store_A,25-34,Male,Low,2,21.019660319317577,1
London,Accessories,Store_B,18-24,Female,High,1,15.042231805621043,1
Wales,Tights,Online,35-44,Female,Low,1,13.274253419142742,1
Scotland,Socks,Online,55+,Female,Low,2,19.105543164014815,1
Wales,Accessories,Store_B,25-34,Male,High,1,17.660954059286187,1
South East,Legwear,Online,18-24,Female,Low,1,11.156164926078702,1
London,Socks,Store_A,35-44,Male,Low,2,17.994022168685692,1
London,Tights,Store_A,18-24,Male,Medium,1,13.798661147491142,1
Wales,Tights,Online,35-44,Female,High,1,11.370721337630783,1
Midlands,Accessories,Store_A,55+,Other,High,1,14.813144585625796,1
London,Legwear,Online,25-34,Male,Medium,2,21.790181287355303,1
South East,Tights,Store_A,55+,Female,Medium,3,43.191130460422755,1
South East,Tights,Online,45-54,Male,High,2,23.58160242609086,1
Wales,Accessories,Online,25-34,Male,Low,3,46.119792065989344,1
North West,Accessories,Online,55+,Male,Low,2,35.91879636438568,1
Wales,Socks,Online,45-54,Female,Medium,2,15.542354306035302,1
Scotland,Accessories,Store_A,35-44,Male,Medium,1,14.475157049463741,1
Wales,Socks,Store_A,18-24,Female,Medium,3,25.006484036896246,1
Scotland,Tights,Store_A,35-44,Male,Medium,2,25.945284893861732,1
South East,Legwear,Store_A,18-24,Female,Low,1,11.020441262695064,1
Wales,Tights,Online,18-24,Male,Low,3,42.91295015549633,1
South East,Accessories,Store_A,18-24,Female,Medium,2,28.562171596628623,1
South East,Socks,Store_B,35-44,Female,High,1,9.522163876756656,1
Midlands,Legwear,Online,25-34,Female,Low,5,53.69690191046858,1
Scotland,Legwear,Store_A,18-24,Male,Medium,2,22.979739730477338,1
Scotland,Legwear,Online,35-44,Male,Medium,1,10.997246166958305,1
Scotland,Legwear,Store_A,45-54,Male,Medium,1,11.968704934632136,1
South East,Accessories,Store_B,55+,Male,High,3,44.596424438958664,1
Wales,Tights,Online,18-24,Female,Medium,1,11.39936639636999,1
South East,Tights,Store_B,45-54,Female,Low,1,12.28682971353263,1
Wales,Socks,Store_B,18-24,Female,Low,1,7.8228559751451225,1
Scotland,Socks,Online,35-44,Female,Medium,1,8.936430043414278,1
South East,Accessories,Store_A,45-54,Female,High,1,17.270581283813158,1
Wales,Tights,Store_B,45-54,Female,Medium,3,40.596757860052996,1
London,Socks,Online,18-24,Male,Medium,1,8.941640529353345,1
North West,Legwear,Store_A,35-44,Female,Low,1,10.979171816472306,1
North West,Socks,Online,18-24,Female,Low,1,9.100638232028277,1
Wales,Tights,Online,18-24,Female,Medium,2,26.500424540141715,1
Midlands,Legwear,Store_A,18-24,Female,Medium,2,19.198317102052705,1
London,Legwear,Store_B,45-54,Female,Low,2,20.19814268934209,1
Scotland,Legwear,Store_A,55+,Female,Medium,4,40.22274013901046,1
Scotland,Accessories,Store_A,45-54,Male,Medium,1,13.8348094272202,1
London,Tights,Store_A,35-44,Female,Low,4,44.72645374271951,1
Wales,Socks,Online,18-24,Male,Medium,1,8.84795723536088,1
London,Tights,Store_B,45-54,Female,High,2,28.643728391926125,1
Wales,Socks,Store_A,45-54,Male,Low,1,7.883742514212687,1
Midlands,Tights,Store_A,25-34,Male,Medium,2,26.994053601324175,1
South East,Socks,Online,55+,Male,Low,1,8.09739846532456,1
Midlands,Tights,Store_B,55+,Female,High,1,13.84236568433169,1
Wales,Legwear,Online,18-24,Male,Low,2,23.105541452425715,1
Wales,Legwear,Online,45-54,Female,Medium,2,21.297165455410315,1
Wales,Tights,Store_A,25-34,Female,Medium,3,38.29594087503869,1
North West,Socks,Store_A,55+,Female,Medium,3,25.462405478531053,1
Midlands,Socks,Online,35-44,Female,Medium,2,18.14108568327221,1
North West,Accessories,Online,35-44,Male,High,2,31.52618587712046,1
Midlands,Tights,Online,18-24,Male,Medium,1,12.6262179779714,1
Scotland,Socks,Online,45-54,Male,Medium,1,8.53179442902709,1
Wales,Legwear,Online,35-44,Male,Medium,2,22.451528726828155,1
Wales,Tights,Online,35-44,Male,High,1,11.661899190572866,1
Midlands,Tights,Store_B,35-44,Female,High,5,59.61474663277846,1
Wales,Accessories,Store_A,18-24,Female,Medium,1,14.289214333247934,1
London,Socks,Store_A,35-44,Male,Low,1,8.778382826037317,1
London,Socks,Online,25-34,Female,Low,1,7.812838940482337,1
North West,Tights,Store_B,35-44,Other,Low,1,11.94541898714176,1
North West,Socks,Online,45-54,Male,Medium,3,22.226484425812867,1
Scotland,Socks,Store_B,25-34,Male,Low,2,15.981828855098033,1
Wales,Socks,Store_B,35-44,Female,Medium,3,24.50659831216351,1
South East,Legwear,Store_B,35-44,Male,Low,3,34.83577833673468,1
Scotland,Socks,Online,35-44,Female,Low,2,14.746298753118507,1
Scotland,Accessories,Online,18-24,Female,Medium,3,48.447061955852526,1
North West,Tights,Store_A,18-24,Female,Low,1,14.10111594972,1
Midlands,Socks,Online,55+,Female,Low,1,9.030899278576522,1
Scotland,Legwear,Store_A,18-24,Male,High,3,35.345995567455255,1
South East,Tights,Store_A,35-44,Male,Medium,1,13.904866524716045,1
Wales,Tights,Online,25-34,Male,Low,2,23.364340424196524,1
Scotland,Accessories,Online,45-54,Female,Low,2,35.24546639543539,1
Wales,Legwear,Store_A,25-34,Male,Low,4,46.193640721828345,1
Scotland,Socks,Online,25-34,Male,Low,1,9.155482881514958,1
Midlands,Accessories,Online,18-24,Female,High,1,13.698739748807895,1
Midlands,Legwear,Store_A,45-54,Male,High,2,22.243103563874747,1
London,Socks,Online,55+,Female,Low,4,31.678696928960854,1
North West,Tights,Online,25-34,Male,Medium,5,71.74644994488551,1
London,Accessories,Online,35-44,Female,Medium,2,30.678906243591083,1
North West,Socks,Online,55+,Male,Medium,2,15.62413537000667,1
South East,Legwear,Online,18-24,Male,Low,1,11.595657520566185,1
South East,Accessories,Store_B,35-44,Female,Medium,1,15.242514954493743,1
Scotland,Socks,Online,35-44,Male,Medium,3,22.38600057032201,1
Midlands,Socks,Store_A,55+,Male,High,1,9.487208358710417,1
Scotland,Accessories,Store_A,55+,Female,High,1,14.969300728635458,1
London,Socks,Online,55+,Male,Medium,3,26.29571726964575,1
South East,Accessories,Online,18-24,Male,Low,3,42.52877412249579,1
Scotland,Tights,Online,35-44,Male,Low,3,34.714647313594575,1
Wales,Legwear,Store_A,55+,Other,Medium,3,35.24403384851104,1
Wales,Socks,Store_A,45-54,Female,Medium,2,17.6359745627577,1
South East,Legwear,Online,45-54,Male,Medium,1,10.521749122007481,1
London,Socks,Online,45-54,Female,Low,3,28.37166465959711,1
South East,Legwear,Online,18-24,Female,Medium,2,22.273939265557754,1
Wales,Tights,Online,45-54,Female,Medium,3,33.3206258804539,1
London,Legwear,Store_A,45-54,Female,Low,4,40.99294897966423,1
Midlands,Legwear,Online,55+,Female,Low,3,28.53187054954352,1
London,Socks,Store_B,35-44,Female,Low,1,7.416894052920104,1
South East,Legwear,Online,35-44,Female,High,2,19.345892849840013,1
North West,Legwear,Online,18-24,Female,High,1,10.687775546231846,1
South East,Legwear,Store_A,18-24,Female,Low,4,43.13078550289493,1
Wales,Legwear,Online,18-24,Female,Medium,2,20.36867859637921,1
North West,Socks,Online,35-44,Male,Medium,2,18.17267444343511,1
Wales,Accessories,Store_B,45-54,Female,High,2,35.9696573588216,1
South East,Accessories,Store_A,35-44,Male,Low,3,50.9074147257916,1
South East,Tights,Online,35-44,Male,Medium,4,50.20534234599784,1
South East,Accessories,Store_B,35-44,Female,Low,2,27.080447198112434,1
South East,Socks,Store_A,25-34,Male,Medium,5,46.64516099503074,1
North West,Legwear,Store_B,55+,Female,Low,2,19.554992114215956,1
South East,Tights,Online,35-44,Male,Medium,1,11.36899548685096,1
London,Legwear,Store_A,35-44,Male,Low,2,21.07528751050658,1
Scotland,Socks,Online,35-44,Male,Medium,5,45.238899590158475,1
Scotland,Tights,Store_A,55+,Male,Low,4,53.442765682256535,1
London,Tights,Online,18-24,Male,Low,2,22.88757003978786,1
London,Tights,Store_A,45-54,Female,Low,5,71.15711070643647,1
North West,Legwear,Online,18-24,Male,Medium,1,9.069855962000812,1
South East,Tights,Online,35-44,Female,Low,1,12.566782750760375,1
Scotland,Socks,Online,18-24,Male,High,2,16.702309922497598,1
South East,Legwear,Store_A,25-34,Male,Low,1,9.884648317982991,1
North West,Socks,Online,35-44,Male,Low,1,7.335123005048568,1
North West,Socks,Store_A,35-44,Female,Low,2,17.993164860359084,1
London,Legwear,Store_B,25-34,Female,Medium,2,18.06371539486176,1
North West,Accessories,Online,55+,Female,Low,4,71.7509359909486,1
London,Socks,Store_B,55+,Male,Low,1,8.53083105520317,1
South East,Tights,Store_A,45-54,Male,Low,1,11.310447749144581,1
North West,Accessories,Store_A,55+,Male,High,1,13.538861918724741,1
North West,Tights,Store_A,18-24,Male,High,1,13.548832639294343,1
Wales,Accessories,Online,45-54,Male,Low,1,17.05484163032902,1
London,Tights,Store_B,18-24,Female,Medium,1,12.938044153179987,1
Scotland,Legwear,Store_B,45-54,Female,Medium,2,23.484384867194738,1
North West,Legwear,Online,25-34,Male,Medium,3,28.43907327622581,1
South East,Legwear,Online,35-44,Male,Low,1,10.752789869206063,1
London,Accessories,Online,55+,Male,Low,1,15.457989297109036,1
Midlands,Legwear,Online,25-34,Male,Medium,1,11.43868811154883,1
Wales,Socks,Online,55+,Female,Medium,1,8.005499562830053,1
Midlands,Accessories,Online,35-44,Male,Low,4,66.37335598943811,1
Scotland,Accessories,Online,18-24,Male,Medium,1,17.38054827142585,1
Scotland,Accessories,Store_A,25-34,Male,High,2,27.138079723408918,1
North West,Socks,Online,55+,Female,Low,2,16.586079677042523,1
Wales,Tights,Store_B,55+,Male,Low,3,36.888676412781464,1
North West,Accessories,Online,18-24,Female,High,1,17.057963975452196,1
Midlands,Tights,Store_B,55+,Female,Low,2,22.008593449099095,1
Scotland,Legwear,Store_A,35-44,Male,Low,2,18.270307848994307,1
Scotland,Legwear,Store_B,35-44,Female,High,2,23.7198531796033,1
Wales,Accessories,Store_B,18-24,Female,High,1,13.857818868739864,1
Midlands,Legwear,Store_A,45-54,Male,Low,2,23.81923403414561,1
London,Tights,Online,18-24,Male,Medium,4,52.511767270371315,1
London,Tights,Online,55+,Male,Medium,1,11.726738739628905,1
South East,Legwear,Online,25-34,Female,High,3,35.908177681454816,1
London,Socks,Store_A,35-44,Female,Low,1,8.567223807779282,1
Midlands,Accessories,Online,18-24,Female,Low,1,17.0098972327087,1
South East,Legwear,Online,25-34,Female,High,3,28.564807644486145,1
Midlands,Socks,Online,25-34,Other,Medium,1,7.453862569319929,1
London,Tights,Store_A,45-54,Female,Low,4,55.38682775110722,1
Scotland,Socks,Online,25-34,Female,Medium,1,8.08481132040317,1
Scotland,Socks,Online,55+,Male,Low,3,24.1705342374375,1
Midlands,Socks,Online,18-24,Male,High,1,8.322748078860664,1
London,Accessories,Store_A,35-44,Male,High,1,14.02546360820406,1
North West,Socks,Online,45-54,Male,Medium,2,15.669624431351274,1
London,Tights,Store_B,55+,Female,Medium,2,26.608221705899545,1
London,Tights,Store_B,45-54,Male,Low,3,36.012417380785486,1
North West,Socks,Store_B,45-54,Male,Medium,5,43.91022566766986,1
South East,Tights,Online,35-44,Female,Medium,1,11.327879785220352,1
North West,Legwear,Online,55+,Female,Low,2,21.155530956424027,1
Midlands,Socks,Online,25-34,Female,High,2,17.32005333902143,1
Wales,Socks,Online,25-34,Male,Low,2,14.511245201745657,1
North West,Legwear,Online,45-54,Female,Medium,1,9.985734233401205,1
North West,Socks,Store_B,25-34,Male,Low,3,25.025112693984934,1
